,,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL
26-01-2020,604,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,18.35,29.84,29.84,29.84,29.84,29.84
26-01-2020,605,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,29.33,29.33,29.33,29.33,29.33
26-01-2020,606,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,29.05,28.14,29.04,28.74,28.1
26-01-2020,607,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,18.84,30.05,28.18,30.02,29.42,28.11
26-01-2020,608,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22,31.01,29.52,29.49,29.6,29.49
26-01-2020,609,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,34.02,31.22,31.17,31.37,31.17
26-01-2020,610,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,35.8,33.92,34.61,35.65,34.09
26-01-2020,611,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,27.81,27.81,27.81,40.92,38.19,38.92,40.12,38.37
26-01-2020,612,20.38,20.38,20.38,20.38,20.38,20.38,20.38,20.38,20.38,20.38,20.38,20.38,20.38,20.38,27.82,27.82,27.82,41.21,41.05,41.16,41.35,41.05
26-01-2020,613,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,41.86,41.86,41.86,41.86,41.86
26-01-2020,614,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,38.23,38.23,38.23,38.23,38.23
26-01-2020,615,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,20.52,36.03,36.03,36.03,36.03,36.03
26-01-2020,616,20.84,20.8,20.8,20.8,20.8,22.29,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,27.84,27.84,27.84,34.56,34.56,34.56,34.56,34.56
26-01-2020,617,21.23,21.16,21.16,21.16,21.16,26.9,21.16,21.16,21.16,21.16,21.16,21.16,21.16,21.16,32.06,32.06,32.06,36.04,33.97,35.81,33.43,34.79
26-01-2020,618,21.42,21.33,21.33,21.33,21.33,28.79,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33,32.07,32.07,32.07,39.99,39.99,39.99,39.99,39.99
26-01-2020,619,21.35,21.25,21.25,21.25,21.25,29.57,21.25,21.25,21.25,21.25,21.25,21.25,21.25,21.25,32.05,32.05,32.05,42,42,42,42,42
26-01-2020,620,21.05,21.04,21.04,21.04,21.04,22.33,21.04,21.04,21.04,21.04,21.04,21.04,21.04,21.04,32.04,32.04,32.04,41.91,30,35.47,44.42,29.78
26-01-2020,621,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,20.66,30.02,30.02,30.02,41.95,30.94,31.27,32.63,29.98
26-01-2020,622,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,41.92,27.92,27.53,29.12,27.4
26-01-2020,623,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,20.07,21.01,21.01,21.01,41.37,27.01,29.09,33.05,26.91
26-01-2020,624,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,21,21,21,34.04,26.21,27.5,30.6,26.09
27-01-2020,625,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,19.54,27.02,27.02,27.02,33.04,28.17,28.09,28.48,25.3
27-01-2020,626,19.37,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36,27.02,27.02,27.02,33.06,27.76,27.73,28.14,26.6
27-01-2020,627,19.26,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,27.02,27.02,27.02,33.04,26.46,26.13,27.13,25.21
27-01-2020,628,19.36,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,19.35,27.03,27.03,27.03,31.05,23.49,23.4,23.56,23.39
27-01-2020,629,19.77,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,28.03,28.03,28.03,31.09,21.28,21.98,21.31,21.16
27-01-2020,630,20.13,20.05,20.05,20.05,20.05,25.03,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,38.8,38.8,38.8,39.9,26.41,26.17,26.91,24.6
27-01-2020,631,20.97,20.71,20.71,20.71,20.71,51.52,20.71,20.71,20.71,20.71,20.71,20.71,20.71,20.71,53.04,53.04,53.04,44.94,28.47,28.83,29.92,21.4
27-01-2020,632,21.31,21.16,21.16,21.16,21.16,53.12,21.16,21.16,21.16,21.16,21.16,21.16,21.16,21.16,57.31,57.31,57.31,47.92,40.72,42.2,42.2,28.4
27-01-2020,633,21.42,21.31,21.31,21.31,21.31,43.26,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,58.97,58.97,58.97,46.97,41.38,41.56,45.73,40.65
27-01-2020,634,21.37,21.29,21.29,21.29,21.29,43.21,21.29,21.29,21.29,21.29,21.29,21.29,21.29,21.29,60.03,60.03,60.03,46.98,41.51,40.29,45.5,38.9
27-01-2020,635,21.4,21.31,21.31,21.31,21.31,43.21,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,46.8,46.8,46.8,45.67,43.1,42.71,44.68,41.2
27-01-2020,636,21.39,21.3,21.3,21.3,21.3,36.2,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,66.43,66.43,66.43,45.91,41.09,39.95,43.19,37.41
27-01-2020,637,21.38,21.31,21.31,21.31,21.31,28.73,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,65.79,65.79,65.79,44.91,42.69,38.02,42.91,29
27-01-2020,638,21.38,21.31,21.31,21.31,21.31,27.29,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,46.8,46.8,46.8,44.93,43.41,40.72,43.54,34.6
27-01-2020,639,21.45,21.38,21.38,21.38,21.38,29.78,21.38,21.38,21.38,21.38,21.38,21.38,21.38,21.38,46.78,46.78,46.78,45.44,43.52,43.93,43.81,42.22
27-01-2020,640,21.63,21.62,21.62,21.62,21.62,33.25,21.62,21.62,21.43,21.43,21.43,21.62,21.62,21.62,46.71,46.71,46.71,45.72,44.99,45.22,45.13,44.32
27-01-2020,641,21.96,22.48,22.48,22.48,22.48,34,22.48,22.48,21.48,21.48,21.48,22.48,22.48,22.48,59.61,59.61,59.61,44.94,43.14,43.17,43.15,42.84
27-01-2020,642,22.41,23.89,23.89,26.76,26.76,31.17,26.76,26.76,21.48,21.48,21.48,23.89,23.89,23.89,46.77,46.77,46.77,47.08,47.08,47.08,47.08,47.08
27-01-2020,643,21.96,23.02,23.02,23.02,23.02,29.1,23.02,23.02,21.46,21.46,21.46,23.02,23.02,23.02,46.72,46.72,46.72,51.21,51.21,51.21,51.21,51.21
27-01-2020,644,21.46,21.59,21.59,21.59,21.59,21.59,21.59,21.59,21.44,21.44,21.44,21.59,21.59,21.59,32.08,32.08,32.08,47.12,47.12,47.12,47.12,47.12
27-01-2020,645,21.16,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,36.74,36.74,36.74,44.35,43.55,43.86,43.72,39.9
27-01-2020,646,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,21.05,29.03,29.03,29.03,42.91,39.68,40.6,40.25,30.3
27-01-2020,647,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,20.64,21.03,21.03,21.03,41.98,35.72,36.61,36.53,30
27-01-2020,648,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,21.02,21.02,21.02,33.14,32.92,33.14,33.01,28.4
28-01-2020,649,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,20.13,27.02,27.02,27.02,31.08,27.52,27.54,27.79,27.25
28-01-2020,650,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,26.78,26.78,26.78,31,26.84,26.84,26.84,26.84
28-01-2020,651,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,20.1,26.73,26.73,26.73,25.64,25.64,25.64,25.64,25.64
28-01-2020,652,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,20.15,27.01,27.01,27.01,24.99,24.99,24.99,24.99,24.99
28-01-2020,653,20.36,20.36,20.36,20.36,20.36,20.36,20.36,20.36,20.36,20.36,20.36,20.36,20.36,20.36,28.01,28.01,28.01,25.53,25.05,25.17,25,25.1
28-01-2020,654,20.79,20.6,20.6,20.6,20.6,27.9,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,27.9,27.9,27.9,33.07,26.24,26.32,26.32,26.13
28-01-2020,655,21.47,21.21,21.21,21.21,21.21,44.69,21.21,21.21,21.21,21.21,21.21,21.21,21.21,21.21,44.69,44.69,44.69,42.98,29.94,31.76,31.3,26.5
28-01-2020,656,22.96,23.28,23.28,23.71,34.5,54.85,34.5,34.5,21.48,21.48,21.48,23.28,23.28,23.28,54.85,54.85,54.85,44.41,41.82,41.94,41.94,41.64
28-01-2020,657,23.3,23.53,23.53,38.53,38.53,44.05,38.53,38.53,21.6,21.6,21.6,23.53,23.53,23.53,44.05,44.05,44.05,44.94,44.94,44.94,44.94,44.94
28-01-2020,658,22.89,23.39,23.39,23.39,23.39,43.28,34.51,34.51,21.57,21.57,21.57,23.39,23.39,23.39,43.28,43.28,43.28,44.94,44.33,44.33,44.33,44.33
28-01-2020,659,22.73,23.42,23.42,23.42,23.42,39.85,34.35,34.35,21.49,21.49,21.49,23.42,23.42,23.42,39.85,39.85,39.85,44.98,42.9,42.9,42.9,42.47
28-01-2020,660,22.54,23.24,23.24,23.24,32.46,43.23,32.46,32.46,21.43,21.43,21.43,23.24,23.24,23.24,43.23,43.23,43.23,44.96,39.97,39.93,41.85,37.4
28-01-2020,661,22.48,22.98,22.98,22.98,33.17,43.25,33.98,33.98,21.42,21.42,21.42,22.98,22.98,22.98,46.7,46.7,46.7,44.91,36.75,33.98,40.43,33.98
28-01-2020,662,22.48,22.96,22.96,22.96,29.28,43.24,30,30,21.41,21.41,21.41,22.96,22.96,22.96,43.24,43.24,43.24,44.92,33.62,30,37.97,30
28-01-2020,663,22.58,22.97,22.97,22.97,27.33,43.29,28,28,21.42,21.42,21.42,22.97,22.97,22.97,43.29,43.29,43.29,44.91,31.14,28,32.32,28
28-01-2020,664,22.82,23.39,23.39,23.39,27.24,43.28,27.91,27.91,21.45,21.45,21.45,23.39,23.39,23.39,43.28,43.28,43.28,44.91,30.92,27.91,30.92,28.2
28-01-2020,665,23.16,23.65,23.65,23.65,28.96,56.78,29.68,29.68,21.53,21.53,21.53,23.65,23.65,23.65,56.78,56.78,56.78,44.2,32.1,29.68,32.1,30
28-01-2020,666,23.68,23.61,23.61,26.97,38.87,46.76,39.83,39.83,21.93,21.93,21.93,23.61,23.61,23.61,46.76,46.76,46.76,43.95,40.48,39.83,40.48,39.83
28-01-2020,667,23.35,23,23,23,39.02,43.29,39.02,39.02,21.71,21.71,21.71,23,23,23,43.29,43.29,43.29,44.92,41.25,39.98,43.33,39.98
28-01-2020,668,22.38,22.46,22.46,22.46,22.46,27.89,22.46,22.46,21.53,21.53,21.53,22.46,22.46,22.46,27.89,27.89,27.89,44.52,35.91,30.62,43.86,30.79
28-01-2020,669,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,27.85,27.85,27.85,43.05,30.87,25.8,38.34,26.59
28-01-2020,670,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,42.4,28.7,25.42,28.78,28.2
28-01-2020,671,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,39.92,29.59,25.04,31.98,28
28-01-2020,672,20.08,20.08,20.08,20.08,20.08,20.08,20.08,20.08,20.08,20.08,20.08,20.08,20.08,20.08,20.08,20.08,20.08,33.02,26.89,20.08,30.69,25.3
29-01-2020,673,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.95,33.03,26.35,20.44,28.79,25.7
29-01-2020,674,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,31.55,28.66,19.58,28.74,26.93
29-01-2020,675,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.16,31,23.19,19.16,27.72,20.36
29-01-2020,676,19.61,19.61,19.61,19.61,19.61,19.61,19.61,19.61,19.61,19.61,19.61,19.61,19.61,19.61,27.05,27.05,27.05,30,20.83,19.61,21.66,20.83
29-01-2020,677,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,28.04,28.04,28.04,30,21.49,20.46,21.55,21.4
29-01-2020,678,20.43,20.29,20.29,20.29,20.29,28.54,20.29,20.29,20.29,20.29,20.29,20.29,20.29,20.29,28.54,28.54,28.54,36.4,26.37,25.16,27.23,25.8
29-01-2020,679,21.12,21.01,21.01,21.01,21.01,42.06,21.01,21.01,21.01,21.01,21.01,21.01,21.01,21.01,42.06,42.06,42.06,42.06,29.51,29.03,31.02,29.03
29-01-2020,680,21.79,21.52,21.52,21.52,21.52,45.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,21.52,45.52,45.52,45.52,43.93,41.47,41.12,42.03,41.12
29-01-2020,681,22.11,21.89,21.89,21.89,21.89,46.81,21.89,21.89,21.89,21.89,21.89,21.89,21.89,21.89,46.81,46.81,46.81,44.91,44.53,44.41,44.72,44.41
29-01-2020,682,21.96,21.75,21.75,21.75,21.75,43.24,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,43.24,43.24,43.24,44.97,42.57,41.85,43.71,41.85
29-01-2020,683,21.92,21.72,21.72,21.72,21.72,40.22,21.72,21.72,21.72,21.72,21.72,21.72,21.72,21.72,42.81,42.81,42.81,44.4,41.56,40.82,42.73,40.82
29-01-2020,684,21.84,21.69,21.69,21.69,21.69,35.65,21.69,21.69,21.69,21.69,21.69,21.69,21.69,21.69,46.72,46.72,46.72,43.98,36,36.86,42.71,35.57
29-01-2020,685,21.64,21.49,21.49,21.49,21.49,32.91,21.49,21.49,21.49,21.49,21.49,21.49,21.49,21.49,46.74,46.74,46.74,42.96,31.2,31.34,39.35,29.9
29-01-2020,686,21.56,21.44,21.44,21.44,21.44,33.39,21.44,21.44,21.44,21.44,21.44,21.44,21.44,21.44,46.41,46.41,46.41,42.94,34.15,32.4,37.18,32.4
29-01-2020,687,21.53,21.43,21.43,21.43,21.43,32.38,21.43,21.43,21.43,21.43,21.43,21.43,21.43,21.43,46.35,46.35,46.35,42.9,35.54,34.24,37.85,34.24
29-01-2020,688,21.75,21.48,21.48,21.48,21.48,43.29,21.48,21.48,21.48,21.48,21.48,21.48,21.48,21.48,46.75,46.75,46.75,42.93,37.92,37.92,37.94,37.92
29-01-2020,689,22.13,21.82,21.82,21.82,21.82,54.88,21.82,21.82,21.82,21.82,21.82,21.82,21.82,21.82,54.88,54.88,54.88,43.38,39.02,39.02,39.02,39.02
29-01-2020,690,22.42,22.11,22.11,22.11,22.11,53.5,22.11,22.11,22.11,22.11,22.11,22.11,22.11,22.11,53.5,53.5,53.5,43.97,42.89,42.89,42.79,42.89
29-01-2020,691,22.2,21.86,21.86,21.86,21.86,46.78,21.86,21.86,21.86,21.86,21.86,21.86,21.86,21.86,46.78,46.78,46.78,45.01,45.01,45.01,45.01,45.01
29-01-2020,692,21.73,21.59,21.59,21.59,21.59,26.4,21.59,21.59,21.59,21.59,21.59,21.59,21.59,21.59,29.05,29.05,29.05,45.1,45.1,45.1,45.1,45.1
29-01-2020,693,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,21.3,36.78,36.78,36.78,42.97,40.79,40.98,41.02,40.39
29-01-2020,694,21.11,21.11,21.11,21.11,21.11,21.11,21.11,21.11,21.11,21.11,21.11,21.11,21.11,21.11,29.05,29.05,29.05,40.29,33.35,33.02,33.63,33.02
29-01-2020,695,20.61,20.61,20.61,20.61,20.61,20.61,20.61,20.61,20.61,20.61,20.61,20.61,20.61,20.61,21,21,21,35.09,31.4,29.63,33.69,29.79
29-01-2020,696,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,32.02,30.06,27.33,33.41,27.59
30-01-2020,697,19.77,19.77,19.77,19.77,19.77,19.77,19.77,19.77,19.77,19.77,19.77,19.77,19.77,19.77,19.77,19.77,19.77,31,29.65,28.97,30.48,29
30-01-2020,698,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,19.66,30.76,27.52,27.43,27.65,27.46
30-01-2020,699,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,30.03,26,25.15,26.9,25.54
30-01-2020,700,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76,31,25,20.24,26.2,24.9
30-01-2020,701,19.91,19.91,19.91,19.91,19.91,19.91,19.91,19.91,19.91,19.91,19.91,19.91,19.91,19.91,28.02,28.02,28.02,30.05,25.82,19.91,25.9,24.99
30-01-2020,702,20.69,20.61,20.61,20.61,20.61,28.56,20.61,20.61,20.61,20.61,20.61,20.61,20.61,20.61,28.56,28.56,28.56,31.96,26.93,24.96,27.01,26.61
30-01-2020,703,21.32,21.18,21.18,21.18,21.18,45.01,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,45.01,45.01,45.01,42.04,31.83,29.7,33.15,31.83
30-01-2020,704,22.21,22.03,22.03,22.03,22.03,46.89,22.03,22.03,21.87,21.87,21.87,22.03,22.03,22.03,46.89,46.89,46.89,44.3,46.2,39.46,44.27,45.9
30-01-2020,705,22.57,22.43,22.43,22.43,22.43,43.28,22.43,22.43,22,22,22,22.43,22.43,22.43,46.74,46.74,46.74,43.97,46.2,40.4,45.17,46.2
30-01-2020,706,22.43,22.33,22.33,22.33,22.33,43.26,22.33,22.33,21.97,21.97,21.97,22.33,22.33,22.33,58.43,58.43,58.43,43.76,46.96,37.28,45.29,49.04
30-01-2020,707,22.59,22.45,22.45,22.45,22.45,43.28,22.45,22.45,21.99,21.99,21.99,22.45,22.45,22.45,46.75,46.75,46.75,43.57,46.92,35.9,44.1,50.09
30-01-2020,708,22.44,22.41,22.41,22.41,22.41,43.25,22.41,22.41,21.88,21.88,21.88,22.41,22.41,22.41,46.76,46.76,46.76,43.77,45.23,35.15,43.04,48.31
30-01-2020,709,22.43,22.39,22.39,22.39,22.39,35.74,22.39,22.39,21.89,21.89,21.89,22.39,22.39,22.39,46.74,46.74,46.74,42.98,44,36.69,41.62,46.05
30-01-2020,710,22.22,22.32,22.32,22.32,22.32,32.39,22.32,22.32,21.73,21.73,21.73,22.32,22.32,22.32,46.72,46.72,46.72,42.98,40.08,39.79,40.08,40
30-01-2020,711,22.13,22.22,22.22,22.22,22.22,33.71,22.22,22.22,21.69,21.69,21.69,22.22,22.22,22.22,46.73,46.73,46.73,43.32,37.53,37.53,37.53,37.53
30-01-2020,712,22.07,22.33,22.33,22.33,22.33,43.2,22.33,22.33,21.56,21.56,21.56,22.33,22.33,22.33,43.2,43.2,43.2,43.96,35.51,35.51,35.51,35.51
30-01-2020,713,22.26,22.47,22.47,22.47,22.47,46.35,22.47,22.47,21.64,21.64,21.64,22.47,22.47,22.47,58.41,58.41,58.41,43.92,37.46,37.85,37.38,37.53
30-01-2020,714,22.36,22.57,22.57,24.25,24.25,43.3,24.25,24.25,21.62,21.62,21.62,22.57,22.57,22.57,46.75,46.75,46.75,44.12,41.83,44.12,39.7,43.71
30-01-2020,715,21.94,22.16,22.16,22.16,22.16,40.78,22.16,22.16,21.48,21.48,21.48,22.16,22.16,22.16,46.72,46.72,46.72,43.44,43.01,43.04,43.01,43.01
30-01-2020,716,21.36,21.44,21.44,21.44,21.44,21.44,21.34,21.44,21.34,21.34,21.34,21.44,21.44,21.44,29.08,29.08,29.08,42.94,41.1,41.1,41.1,41.1
30-01-2020,717,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,21.02,36.77,36.77,36.77,43.99,31.67,31.13,31.67,31.13
30-01-2020,718,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,29.09,29.09,29.09,42.77,29.4,29.04,29.4,29.04
30-01-2020,719,20.27,20.27,20.27,20.27,20.27,20.27,20.27,20.27,20.27,20.27,20.27,20.27,20.27,20.27,21.03,21.03,21.03,41.95,30,27.3,30.43,28.97
30-01-2020,720,19.56,19.56,19.56,19.56,19.56,19.56,19.56,19.56,19.56,19.56,19.56,19.56,19.56,19.56,21.03,21.03,21.03,42.09,30,20.04,29.28,29.16
31-01-2020,721,16.9,17.47,17.47,17.47,17.47,17.47,-0.04,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,38.64,23.55,-0.04,23.61,24.03
31-01-2020,722,15.66,15.98,15.98,15.98,15.98,15.98,0.02,15.59,16.94,16.94,16.94,15.98,15.98,15.98,15.98,15.98,15.98,35.1,17.37,0.02,17.42,18.38
31-01-2020,723,15,15.62,15.62,15.62,15.62,15.62,-0.02,15.34,16.71,16.71,16.71,15.62,15.62,15.62,15.62,15.62,15.62,33.66,15.79,-8.77,18.72,19.75
31-01-2020,724,14.98,15.74,15.74,15.74,15.74,15.74,-0.03,15.39,16.63,16.63,16.63,15.74,15.74,15.74,15.74,15.74,15.74,31.09,16.33,-3.89,16.38,17.29
31-01-2020,725,15.98,16.75,16.75,16.75,16.75,16.75,0.01,16.75,16.75,16.75,16.75,16.75,16.75,16.75,27.41,27.41,27.41,32.9,15.32,0.01,15.36,16.21
31-01-2020,726,17.89,17.83,17.83,17.83,17.83,25.09,13.04,17.83,17.83,17.83,17.83,17.83,17.83,17.83,25.09,25.09,25.09,35.05,19.26,13.04,19.32,20.39
31-01-2020,727,19.41,19.22,19.22,19.22,19.22,32.56,19.22,19.22,19.22,19.22,19.22,19.22,19.22,19.22,32.56,32.56,32.56,42.35,25.4,24.01,25.5,25.4
31-01-2020,728,19.94,19.93,19.93,19.93,19.93,42.52,19.74,19.93,19.74,19.74,19.74,19.93,19.93,19.93,42.52,42.52,42.52,43.49,37.83,36.96,37.94,37.67
31-01-2020,729,20.06,20.14,20.14,20.14,20.14,34.41,19.86,20.14,19.86,19.86,19.86,20.14,20.14,20.14,48.22,48.22,48.22,42.98,40.11,39.59,40.22,40.11
31-01-2020,730,19.99,20,20,20,20,30.01,19.87,20,19.87,19.87,19.87,20,20,20,46.71,46.71,46.71,43.91,40.56,37.39,40.56,43.15
31-01-2020,731,19.98,19.92,19.92,19.92,19.92,31.17,19.91,19.92,19.91,19.91,19.91,19.92,19.92,19.92,39.89,39.89,39.89,43.93,38.06,34.9,38.06,40
31-01-2020,732,19.92,19.81,19.81,19.81,19.81,30.03,19.81,19.81,19.81,19.81,19.81,19.81,19.81,19.81,36.7,36.7,36.7,43.36,37.95,35.27,37.95,37.95
31-01-2020,733,19.81,19.68,19.68,19.68,19.68,30.1,19.68,19.68,19.68,19.68,19.68,19.68,19.68,19.68,46.7,46.7,46.7,41.79,36.64,27.97,35.67,39
31-01-2020,734,19.73,19.61,19.61,19.61,19.61,27.69,19.61,19.61,19.61,19.61,19.61,19.61,19.61,19.61,37.05,37.05,37.05,41.33,32.16,28.84,31.61,32.5
31-01-2020,735,19.62,19.55,19.55,19.55,19.55,24.23,19.55,19.55,19.55,19.55,19.55,19.55,19.55,19.55,39.55,39.55,39.55,41.66,29,29,29,29
31-01-2020,736,19.62,19.55,19.55,19.55,19.55,26.1,19.55,19.55,19.55,19.55,19.55,19.55,19.55,19.55,27.5,27.5,27.5,42.21,30.07,30.07,30.07,30.07
31-01-2020,737,19.91,19.82,19.82,19.82,19.82,30.05,19.82,19.82,19.82,19.82,19.82,19.82,19.82,19.82,46.73,46.73,46.73,42.03,28.1,28.1,28.1,28.1
31-01-2020,738,20.03,19.96,19.96,19.96,19.96,30.09,19.96,19.96,19.96,19.96,19.96,19.96,19.96,19.96,30.09,30.09,30.09,42.9,33.78,33.78,33.78,33.78
31-01-2020,739,19.93,19.82,19.82,19.82,19.82,31.38,19.82,19.82,19.82,19.82,19.82,19.82,19.82,19.82,46.7,46.7,46.7,42.03,37.16,37.05,37.16,37.05
31-01-2020,740,19.62,19.58,19.58,19.58,19.58,21.72,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,24.28,24.28,24.28,41.3,33.52,32.58,35.2,32.58
31-01-2020,741,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,41.96,29.36,25.1,29.36,29.36
31-01-2020,742,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,36.72,36.72,36.72,40.46,27.85,21.24,26.98,29
31-01-2020,743,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,21.03,21.03,21.03,40.14,28.74,20.29,28.74,29
31-01-2020,744,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,17.09,19.06,19.06,19.06,31.58,24.13,17.09,24.12,25.4
1/2/2020,745,15.07,14.87,14.87,14.87,14.87,14.87,0.07,0.09,16.05,16.05,16.05,15.12,15.12,14.87,26.78,26.78,26.78,35.04,14,0.07,14.71,19
1/2/2020,746,14.5,14.33,14.33,14.33,14.33,14.33,0.02,0.02,16.1,16.1,16.1,15.21,15.21,14.74,22,22,22,35.04,11.65,0.02,11.62,23.5
1/2/2020,747,14.12,14.21,14.21,14.21,14.21,14.21,-0.7,-0.7,16.04,16.04,16.04,15.2,15.2,14.47,14.21,14.21,14.21,35.09,10.25,-0.7,10.77,21
