,,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL,,,SE1,DK1,Oslo,FI
24-04-2020,2748,6,7.41,7.41,9.67,12.99,15.3,15.83,18.32,3.75,5.04,5.04,5.33,5.33,5.33,42.07,42.07,42.07,18.45,24.95,25,25.07,18.45,,2748,20.1724,37.4448,13.456,40.0432
24-04-2020,2749,5.44,7.42,7.42,9.67,12.99,15.32,15.84,18.33,3.75,4.92,4.92,5.2,5.2,5.2,38.48,38.48,38.48,16.15,24.95,25,25.07,16.15,,2749,20.1724,37.4448,13.456,40.0432
24-04-2020,2750,5.19,7.42,7.42,9.68,12.99,15.32,15.84,18.33,3.76,4.89,4.89,5.2,5.2,5.2,40.69,40.69,40.69,14.55,24.96,25,25.07,14.55,,2750,20.1608,37.41,13.456,40.0316
24-04-2020,2751,5,7.42,7.42,9.68,13,15.33,15.88,18.34,3.76,4.87,4.87,5.12,5.12,5.12,32.99,32.99,32.99,12.02,24.96,25,25.07,12.02,,2751,20.1608,37.41,13.4444,40.02
24-04-2020,2752,4.86,7.42,7.42,9.69,13,15.35,15.88,18.35,3.76,4.78,4.78,4.92,4.92,4.92,33.6,33.6,33.6,10,24.97,25,25.09,10,,2752,20.1608,37.3984,13.4444,40.02
24-04-2020,2753,4.8,7.42,7.42,9.7,13,15.35,15.88,18.35,3.76,4.75,4.75,4.8,4.8,4.8,36.07,36.07,36.07,11.81,24.97,25,25.09,11.81,,2753,20.1608,37.3868,13.4444,40.0084
24-04-2020,2754,4.84,7.42,7.42,9.7,13,15.35,15.88,18.35,3.76,4.8,4.8,4.8,4.8,4.8,35.85,35.85,35.85,15.62,24.98,25,25.09,15.62,,2754,20.1608,37.3752,13.4444,40.0084
24-04-2020,2755,4.95,7.43,7.43,9.71,13,15.35,15.88,18.35,3.76,4.86,4.86,4.86,4.86,4.86,38.44,38.44,38.44,19.97,24.99,25,25.1,19.97,,2755,20.1492,37.3752,13.4328,39.962
24-04-2020,2756,5.02,7.43,7.43,9.72,13,15.37,15.9,18.36,3.77,4.91,4.91,4.91,4.91,4.91,42.06,42.06,42.06,21.96,24.99,25,25.1,22.21,,2756,20.1376,37.3636,13.4328,39.9504
24-04-2020,2757,5.06,7.43,7.43,9.72,13,15.38,15.91,18.37,3.77,4.97,4.97,4.97,4.97,4.97,34.92,34.92,34.92,22.5,25,25,25.1,22.5,,2757,20.1376,37.3636,13.4328,39.9388
24-04-2020,2758,5.07,7.43,7.43,9.72,13,15.4,15.91,18.37,3.77,4.96,4.96,4.96,4.96,4.96,36.43,36.43,36.43,21.98,25,25,25.1,27.4,,2758,20.126,37.352,13.4328,39.9272
24-04-2020,2759,5.05,7.44,7.44,9.73,13.01,15.41,15.92,18.38,3.77,4.94,4.94,4.94,4.94,4.94,28.1,28.1,28.1,23,25,25,25.12,23,,2759,20.126,37.3404,13.4212,39.9272
24-04-2020,2760,4.92,7.44,7.44,9.73,13.01,15.43,15.92,18.38,3.77,4.86,4.86,4.86,4.86,4.86,17.42,17.42,17.42,20.45,25,25,25.12,21,,2760,20.1144,37.3288,13.4212,39.9156
25-04-2020,2761,4.77,7.44,7.44,9.73,13.02,15.43,15.92,18.38,3.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77,14.36,25,25,25.12,24.9,,2761,20.1144,37.3288,13.4212,39.9156
25-04-2020,2762,4.73,7.44,7.44,9.74,13.02,15.43,15.94,18.39,3.77,4.73,4.73,4.73,4.73,4.73,4.73,4.73,4.73,10.19,25,25.01,25.12,33.29,,2762,20.1144,37.3172,13.4212,39.904
25-04-2020,2763,4.71,7.44,7.44,9.74,13.02,15.44,15.94,18.39,3.78,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,13.75,25,25.01,25.12,27.75,,2763,20.1028,37.3172,13.4212,39.8924
25-04-2020,2764,4.79,7.44,7.44,9.74,13.02,15.44,15.95,18.39,3.78,4.77,4.77,4.77,4.77,4.77,9.34,9.34,9.34,14.42,25,25.01,25.13,14.42,,2764,20.1028,37.3056,13.4212,39.8924
25-04-2020,2765,4.81,7.45,7.45,9.74,13.03,15.45,15.95,18.39,3.78,4.78,4.78,4.78,4.78,4.78,14.13,14.13,14.13,14.48,25,25.01,25.15,14.48,,2765,20.0912,37.294,13.4212,39.8692
25-04-2020,2766,4.89,7.45,7.45,9.75,13.04,15.48,15.97,18.39,3.78,4.85,4.85,4.85,4.85,4.85,13.7,13.7,13.7,14.03,25,25.01,25.15,14.03,,2766,20.0912,37.2476,13.4096,39.8228
25-04-2020,2767,4.92,7.46,7.46,9.76,13.04,15.48,15.97,18.4,3.79,4.87,4.87,4.87,4.87,4.87,14.53,14.53,14.53,14.76,25,25.02,25.15,14.96,,2767,20.0912,37.236,13.4096,39.8112
25-04-2020,2768,5.09,7.46,7.46,9.76,13.05,15.49,15.98,18.4,3.79,4.99,4.99,4.99,4.99,4.99,14.73,14.73,14.73,15.09,25,25.02,25.16,15.09,,2768,20.0796,37.236,13.4096,39.7996
25-04-2020,2769,5.16,7.46,7.46,9.76,13.05,15.5,15.98,18.41,3.79,5.04,5.04,5.04,5.04,5.04,18.7,18.7,18.7,18.32,25,25.02,25.16,18.7,,2769,20.0796,37.236,13.398,39.788
25-04-2020,2770,5.31,7.46,7.46,9.76,13.05,15.51,15.98,18.44,3.8,5.15,5.15,5.15,5.15,5.15,16.63,16.63,16.63,16.63,25,25.03,25.17,16.63,,2770,20.0796,37.236,13.398,39.788
25-04-2020,2771,5.18,7.47,7.47,9.76,13.06,15.52,15.99,18.44,3.81,5.07,5.07,5.07,5.07,5.07,16.03,16.03,16.03,16.03,25,25.03,25.17,16.03,,2771,20.068,37.236,13.398,39.7764
25-04-2020,2772,4.99,7.47,7.47,9.77,13.07,15.52,15.99,18.45,3.81,4.95,4.95,4.95,4.95,4.95,16.3,16.3,16.3,16.3,25,25.03,25.17,16.3,,2772,20.068,37.236,13.398,39.73
25-04-2020,2773,4.86,7.47,7.47,9.77,13.07,15.53,16,18.45,3.82,4.84,4.84,4.84,4.84,4.84,15.08,15.08,15.08,15.08,25,25.03,25.17,15.08,,2773,20.068,37.236,13.3864,39.73
25-04-2020,2774,4.74,7.48,7.48,9.77,13.09,15.53,16,18.45,3.82,4.73,4.73,4.73,4.73,4.73,12.25,12.25,12.25,12.25,25,25.03,25.17,12.25,,2774,20.068,37.236,13.3864,39.6836
25-04-2020,2775,4.66,7.48,7.48,9.78,13.09,15.53,16,18.45,3.82,4.65,4.65,4.65,4.65,4.65,7.58,7.58,7.58,7.76,25.01,25.03,25.18,7.76,,2775,20.0564,37.2244,13.3864,39.6836
25-04-2020,2776,4.65,7.48,7.48,9.78,13.1,15.54,16,18.46,3.82,4.63,4.63,4.63,4.63,4.63,7.79,7.79,7.79,7.99,25.01,25.04,25.18,7.99,,2776,20.0448,37.2244,13.3864,39.6256
25-04-2020,2777,4.69,7.48,7.48,9.79,13.11,15.55,16,18.46,3.82,4.62,4.62,4.62,4.62,4.62,9.83,9.83,9.83,10.07,25.01,25.04,25.19,10.07,,2777,20.0448,37.2244,13.3864,39.6256
25-04-2020,2778,4.82,7.49,7.49,9.79,13.11,15.56,16,18.47,3.83,4.71,4.71,4.68,4.68,4.68,16.22,16.22,16.22,16.36,25.01,25.04,25.19,16.62,,2778,20.0448,37.2128,13.3864,39.6256
25-04-2020,2779,4.99,7.49,7.49,9.79,13.11,15.57,16,18.47,3.83,4.81,4.81,4.81,4.81,4.81,22.94,22.94,22.94,22.91,25.01,25.04,25.2,23.51,,2779,20.0332,37.2128,13.3748,39.614
25-04-2020,2780,5.11,7.49,7.49,9.8,13.11,15.58,16,18.47,3.83,4.9,4.9,4.9,4.9,4.9,26.7,26.7,26.7,26.08,25.02,25.04,25.2,26.7,,2780,20.0332,37.2128,13.3748,39.6024
25-04-2020,2781,5.19,7.49,7.49,9.81,13.11,15.59,16,18.47,3.83,4.97,4.97,4.97,4.97,4.97,32,32,32,31,25.02,25.04,25.2,32,,2781,20.01,37.2012,13.3748,39.5908
25-04-2020,2782,5.2,7.49,7.49,9.82,13.12,15.59,16,18.48,3.84,4.97,4.97,4.97,4.97,4.97,29.77,29.77,29.77,29.17,25.02,25.04,25.21,29.77,,2782,19.9984,37.2012,13.3748,39.5792
25-04-2020,2783,5.14,7.49,7.49,9.82,13.13,15.6,16,18.48,3.84,4.97,4.97,4.97,4.97,4.97,28,28,28,25.4,25.03,25.05,25.21,25.69,,2783,19.9984,37.2012,13.3632,39.5676
25-04-2020,2784,4.92,7.49,7.49,9.82,13.13,15.62,16,18.48,3.84,4.86,4.86,4.86,4.86,4.86,19.08,19.08,19.08,22,25.03,25.05,25.22,22.11,,2784,19.9868,37.1896,13.3632,39.5444
26-04-2020,2785,4.98,7.49,7.49,9.83,13.13,15.62,16,18.49,3.84,4.86,4.86,4.86,4.86,4.86,21.7,21.7,21.7,21.55,25.04,25.05,25.22,21.7,,2785,19.9868,37.1896,13.3516,39.5444
26-04-2020,2786,4.95,7.5,7.5,9.84,13.14,15.64,16,18.49,3.84,4.83,4.83,4.83,4.83,4.83,19.06,19.06,19.06,19.3,25.04,25.06,25.23,19.35,,2786,19.9752,37.178,13.3516,39.5212
26-04-2020,2787,4.94,7.5,7.5,9.84,13.14,15.64,16.01,18.49,3.84,4.82,4.82,4.82,4.82,4.82,19.06,19.06,19.06,20,25.04,25.06,25.23,20.23,,2787,19.9752,37.178,13.3516,39.5212
26-04-2020,2788,4.99,7.5,7.5,9.84,13.15,15.64,16.01,18.5,3.85,4.86,4.86,4.86,4.86,4.86,19.07,19.07,19.07,20,25.04,25.06,25.24,20.1,,2788,19.9636,37.178,13.3516,39.5212
26-04-2020,2789,5.05,7.5,7.5,9.84,13.15,15.64,16.01,18.5,3.85,4.91,4.91,4.91,4.91,4.91,21.7,21.7,21.7,20.93,25.04,25.06,25.25,21.7,,2789,19.9636,37.178,13.3516,39.5212
26-04-2020,2790,5.12,7.5,7.5,9.84,13.17,15.65,16.02,18.5,3.85,4.94,4.94,5.05,5.05,5.05,20.82,20.82,20.82,20.71,25.04,25.07,25.25,20.82,,2790,19.952,37.178,13.3516,39.498
26-04-2020,2791,5.15,7.5,7.5,9.85,13.17,15.65,16.02,18.5,3.85,4.94,4.94,5.06,5.06,5.06,18.08,18.08,18.08,18,25.04,25.07,25.25,18.08,,2791,19.952,37.178,13.34,39.4864
26-04-2020,2792,5.28,7.5,7.5,9.85,13.18,15.65,16.02,18.5,3.85,4.97,4.97,5.08,5.08,5.08,17.65,17.65,17.65,18.09,25.05,25.07,25.26,17.43,,2792,19.952,37.1664,13.34,39.4864
26-04-2020,2793,5.41,7.5,7.5,9.86,13.19,15.65,16.03,18.5,3.86,5.07,5.07,5.13,5.13,5.13,16.06,16.06,16.06,16.06,25.05,25.07,25.26,15.63,,2793,19.9404,37.1548,13.34,39.4864
26-04-2020,2794,5.45,7.5,7.5,9.86,13.19,15.66,16.03,18.5,3.86,4.91,4.91,5.37,5.37,5.37,15.01,15.01,15.01,15.01,25.05,25.07,25.26,14.73,,2794,19.9288,37.1432,13.3284,39.4864
26-04-2020,2795,5.59,7.51,7.51,9.86,13.2,15.67,16.03,18.51,3.86,4.98,4.98,5.51,5.51,5.51,24.01,24.01,24.01,13,25.06,25.08,25.27,13,,2795,19.9288,37.1432,13.3284,39.4864
26-04-2020,2796,5.65,7.51,7.51,9.86,13.2,15.67,16.03,18.51,3.88,4.94,4.94,5.55,5.55,5.55,24.04,24.04,24.04,14.38,25.06,25.09,25.27,14.38,,2796,19.9288,37.1432,13.3284,39.4748
26-04-2020,2797,5.45,7.51,7.51,9.86,13.2,15.7,16.04,18.52,3.89,4.86,4.86,5.46,5.46,5.46,24.01,24.01,24.01,15,25.06,25.09,25.27,15,,2797,19.9288,37.1316,13.3284,39.4748
26-04-2020,2798,5.28,7.51,7.51,9.87,13.21,15.71,16.04,18.52,3.89,4.76,4.76,5.42,5.42,5.42,15.01,15.01,15.01,11.9,25.06,25.09,25.27,11.9,,2798,19.9288,37.1316,13.3284,39.4748
26-04-2020,2799,5.11,7.51,7.51,9.87,13.22,15.71,16.05,18.53,3.9,4.71,4.71,5.39,5.39,5.39,7.94,7.94,7.94,5.56,25.06,25.09,25.28,5.56,,2799,19.9172,37.1316,13.3168,39.4748
26-04-2020,2800,5.07,7.52,7.52,9.88,13.22,15.72,16.05,18.53,3.9,4.65,4.65,5.41,5.41,5.41,6.93,6.93,6.93,6.93,25.07,25.09,25.28,6.93,,2800,19.9172,37.12,13.3168,39.4632
26-04-2020,2801,5.21,7.52,7.52,9.89,13.23,15.73,16.05,18.53,3.9,4.65,4.65,5.48,5.48,5.48,12.42,12.42,12.42,12.42,25.07,25.1,25.28,12.42,,2801,19.9056,37.12,13.3168,39.4632
26-04-2020,2802,5.42,7.52,7.52,9.89,13.23,15.74,16.06,18.54,3.91,4.68,4.68,5.74,5.74,5.74,16.15,16.15,16.15,16.15,25.07,25.1,25.3,15.75,,2802,19.9056,37.12,13.3052,39.44
26-04-2020,2803,5.91,7.53,7.53,9.9,13.25,15.74,16.06,18.54,3.91,4.75,4.75,5.76,5.76,5.76,24.82,24.82,24.82,23.99,25.09,25.1,25.3,23.65,,2803,19.9056,37.12,13.3052,39.44
26-04-2020,2804,6.01,7.53,7.53,9.91,13.26,15.74,16.08,18.54,3.91,4.84,4.84,5.73,5.73,5.73,27.97,27.97,27.97,27.22,25.09,25.1,25.3,26.97,,2804,19.894,37.1084,13.3052,39.44
26-04-2020,2805,6.46,7.53,7.53,9.91,13.26,15.74,16.09,18.55,3.91,4.94,4.94,5.89,5.89,5.89,44.08,44.08,44.08,30.98,25.09,25.1,25.31,30.78,,2805,19.894,37.1084,13.3052,39.44
26-04-2020,2806,6.81,7.53,7.53,9.91,13.27,15.77,16.1,18.56,3.91,4.97,4.97,5.97,5.97,5.97,27.49,27.49,27.49,26.97,25.1,25.11,25.31,27.42,,2806,19.894,37.1084,13.3052,39.44
26-04-2020,2807,6.53,7.53,7.53,9.91,13.27,15.78,16.1,18.57,3.92,4.82,4.82,5.57,5.57,5.57,25.97,25.97,25.97,25.92,25.1,25.11,25.31,26.04,,2807,19.894,37.0852,13.3052,39.4284
26-04-2020,2808,5.78,7.53,7.53,9.92,13.27,15.78,16.11,18.58,3.92,4.67,4.67,5.25,5.25,5.25,18.64,18.64,18.64,23.76,25.1,25.11,25.33,23.76,,2808,19.8824,37.0736,13.3052,39.4284
27-04-2020,2809,6.36,7.53,7.53,9.92,13.29,15.78,16.12,18.59,3.93,5.02,5.02,5.38,5.38,5.38,20.34,20.34,20.34,20.84,25.1,25.12,25.33,20.84,,2809,19.8824,37.062,13.2936,39.4284
27-04-2020,2810,5.93,7.53,7.53,9.92,13.29,15.78,16.12,18.59,3.93,4.93,4.93,5.31,5.31,5.31,16.8,16.8,16.8,21.11,25.1,25.12,25.33,16.8,,2810,19.8708,37.062,13.2936,39.4284
27-04-2020,2811,5.92,7.53,7.53,9.92,13.29,15.8,16.12,18.6,3.94,4.92,4.92,5.31,5.31,5.31,16.82,16.82,16.82,19.08,25.1,25.15,25.34,16.82,,2811,19.8708,37.062,13.2936,39.4052
27-04-2020,2812,5.99,7.53,7.53,9.92,13.3,15.8,16.13,18.6,3.94,4.93,4.93,5.32,5.32,5.32,18.87,18.87,18.87,19.34,25.11,25.15,25.34,15.78,,2812,19.8708,37.062,13.2936,39.4052
27-04-2020,2813,6.41,7.54,7.54,9.92,13.3,15.82,16.13,18.6,3.94,4.99,4.99,5.4,5.4,5.4,16.32,16.32,16.32,20.23,25.11,25.15,25.35,16.32,,2813,19.8592,37.062,13.2936,39.4052
27-04-2020,2814,7.4,7.54,7.54,9.92,13.31,15.82,16.14,18.61,3.95,5.04,5.04,5.8,5.8,5.8,21.1,21.1,21.1,21.61,25.11,25.15,25.36,18.32,,2814,19.8476,37.0504,13.282,39.3936
27-04-2020,2815,8.34,7.54,7.54,9.92,13.32,15.83,16.14,18.61,3.95,5.16,5.16,6.72,6.72,6.72,35.04,35.04,35.04,25.95,25.11,25.15,25.37,21.48,,2815,19.8476,37.0388,13.282,39.382
27-04-2020,2816,9.94,7.54,7.54,9.93,13.32,15.84,16.14,18.62,3.95,5.48,5.48,7.67,7.67,7.67,31.09,31.09,31.09,28,25.12,25.15,25.38,27.52,,2816,19.8476,37.0388,13.282,39.382
27-04-2020,2817,11.92,7.54,7.54,9.93,13.33,15.85,16.14,18.62,3.95,6.57,6.57,7.5,7.5,7.5,41.02,41.02,41.02,25.9,25.13,25.16,25.38,24.44,,2817,19.8476,37.0272,13.282,39.3704
27-04-2020,2818,11.25,7.54,7.54,9.93,13.33,15.85,16.15,18.62,3.96,5.96,5.96,7.56,7.56,7.56,38.5,38.5,38.5,21.99,25.13,25.16,25.39,21.99,,2818,19.836,37.0272,13.2704,39.3588
27-04-2020,2819,9.99,7.55,7.55,9.94,13.34,15.86,16.16,18.63,3.96,5.47,5.47,7.54,7.54,7.54,38.29,38.29,38.29,23.9,25.15,25.16,25.4,17.45,,2819,19.836,37.0272,13.2704,39.3588
27-04-2020,2820,9.26,7.55,7.55,9.94,13.35,15.88,16.17,18.66,3.96,5.43,5.43,6.93,6.93,6.93,38.08,38.08,38.08,20.64,25.15,25.16,25.4,20.64,,2820,19.836,37.0272,13.2588,39.3588
27-04-2020,2821,8.34,7.55,7.55,9.95,13.35,15.89,16.18,18.66,3.96,5.38,5.38,6.7,6.7,6.7,38.43,38.43,38.43,23.45,25.16,25.17,25.4,20.69,,2821,19.8244,37.0156,13.2588,39.3472
27-04-2020,2822,7.79,7.56,7.56,9.95,13.36,15.9,16.18,18.66,3.97,5.34,5.34,5.98,5.98,5.98,38.02,38.02,38.02,20.39,25.17,25.17,25.41,20.39,,2822,19.8244,37.004,13.2472,39.3356
27-04-2020,2823,7.51,7.56,7.56,9.95,13.36,15.9,16.18,18.67,3.97,5.3,5.3,5.93,5.93,5.93,23.12,23.12,23.12,19.85,25.17,25.17,25.42,19.85,,2823,19.8244,36.9808,13.2356,39.3356
27-04-2020,2824,7.12,7.56,7.56,9.95,13.36,15.91,16.19,18.68,3.97,5.3,5.3,5.89,5.89,5.89,33,33,33,18.93,25.17,25.17,25.43,18.07,,2824,19.8244,36.9692,13.2356,39.3356
27-04-2020,2825,6.97,7.56,7.56,9.95,13.37,15.91,16.19,18.69,3.97,5.3,5.3,5.79,5.79,5.79,35.04,35.04,35.04,18.4,25.19,25.17,25.43,18.4,,2825,19.8128,36.946,13.2356,39.3356
27-04-2020,2826,6.97,7.56,7.56,9.95,13.38,15.91,16.2,18.69,3.97,5.29,5.29,5.51,5.51,5.72,26.48,26.48,26.48,24.92,25.19,25.18,25.43,24.41,,2826,19.8128,36.946,13.224,39.3356
27-04-2020,2827,7.86,7.56,7.56,9.96,13.39,15.91,16.2,18.7,3.98,5.27,5.27,5.48,5.48,5.75,32.96,32.96,32.96,30.9,25.19,25.18,25.43,28.82,,2827,19.8128,36.9344,13.224,39.324
27-04-2020,2828,8.1,7.56,7.56,9.96,13.39,15.91,16.23,18.7,3.98,5.31,5.31,5.45,5.45,5.79,48.31,48.31,48.31,44.04,25.2,25.18,25.43,39.5,,2828,19.8128,36.9344,13.224,39.3124
27-04-2020,2829,8.71,7.56,7.56,9.96,13.39,15.91,16.24,18.7,3.98,5.35,5.35,5.43,5.43,5.77,45.56,45.56,45.56,42.12,25.2,25.18,25.44,38.95,,2829,19.8128,36.9228,13.2124,39.3124
27-04-2020,2830,8.06,7.57,7.57,9.96,13.39,15.91,16.26,18.71,3.99,5.35,5.35,5.35,5.35,5.8,38.56,38.56,38.56,37.11,25.2,25.18,25.44,37.36,,2830,19.8012,36.9228,13.2124,39.2892
27-04-2020,2831,6.62,7.57,7.57,9.96,13.39,15.92,16.26,18.71,3.99,5.15,5.15,5.15,5.15,5.72,32.1,32.1,32.1,30.96,25.2,25.18,25.44,31.39,,2831,19.8012,36.9228,13.2008,39.266
27-04-2020,2832,5.97,7.57,7.57,9.96,13.41,15.92,16.26,18.71,3.99,5.05,5.05,5.05,5.05,5.56,18.86,18.86,18.86,24.74,25.23,25.19,25.45,24.54,,2832,19.7896,36.9112,13.2008,39.266
28-04-2020,2833,6.16,7.57,7.57,9.96,13.41,15.92,16.27,18.72,3.99,5.05,5.05,5.33,5.33,7.05,19.9,19.9,19.9,22.21,25.23,25.2,25.45,19.9,,2833,19.7896,36.9112,13.2008,39.2544
28-04-2020,2834,5.68,7.58,7.58,9.96,13.42,15.93,16.27,18.72,3.99,4.96,4.96,5.34,5.34,6.44,19.06,19.06,19.06,20.27,25.23,25.2,25.45,19.06,,2834,19.7896,36.9112,13.1892,39.2544
28-04-2020,2835,5.62,7.58,7.58,9.97,13.42,15.93,16.28,18.73,3.99,4.94,4.94,5.36,5.36,6.45,18.2,18.2,18.2,20.42,25.23,25.21,25.46,18.2,,2835,19.778,36.9112,13.1892,39.2428
28-04-2020,2836,5.72,7.59,7.59,9.97,13.42,15.93,16.28,18.74,3.99,4.95,4.95,5.43,5.43,6.52,18.2,18.2,18.2,20.16,25.23,25.21,25.49,18.2,,2836,19.778,36.9112,13.1892,39.2312
28-04-2020,2837,6.06,7.59,7.59,9.97,13.44,15.93,16.28,18.75,4,4.99,4.99,5.64,5.64,6.64,19.07,19.07,19.07,20.61,25.25,25.21,25.49,19.07,,2837,19.778,36.8996,13.1892,39.2196
28-04-2020,2838,6.91,7.59,7.59,9.98,13.44,15.93,16.29,18.75,4,5.19,5.19,5.91,5.91,7.01,19.95,19.95,19.95,21.94,25.25,25.22,25.5,19.93,,2838,19.778,36.888,13.1776,39.2196
28-04-2020,2839,8.06,7.59,7.59,9.98,13.44,15.94,16.3,18.75,4,5.21,5.21,7.32,7.32,7.32,34.3,34.3,34.3,25.94,25.26,25.23,25.5,24.65,,2839,19.7664,36.888,13.166,39.2196
28-04-2020,2840,12.27,7.59,7.59,9.98,13.45,15.94,16.3,18.75,4.01,5.98,5.98,7.81,7.81,7.81,41.06,41.06,41.06,27.94,25.26,25.23,25.5,26.54,,2840,19.7664,36.8764,13.166,39.2196
28-04-2020,2841,13.94,7.59,7.59,9.98,13.48,15.94,16.3,18.79,4.01,7.42,7.42,8.15,8.15,8.15,42.53,42.53,42.53,28.72,25.27,25.23,25.5,27.31,,2841,19.7664,36.8648,13.166,39.2196
28-04-2020,2842,13.95,7.59,7.59,9.99,13.48,15.94,16.32,18.79,4.02,5.68,5.68,8.2,8.2,8.2,46.34,46.34,46.34,27.95,25.27,25.23,25.5,27.61,,2842,19.7664,36.8648,13.166,39.208
28-04-2020,2843,13.68,7.59,7.59,9.99,13.49,15.95,16.32,18.79,4.02,6.21,6.21,8.12,8.12,8.12,41.44,41.44,41.44,26.16,25.28,25.23,25.5,25.79,,2843,19.7664,36.8532,13.1544,39.208
28-04-2020,2844,12.99,7.59,7.59,9.99,13.5,15.95,16.33,18.79,4.02,6.43,6.43,7.94,7.94,7.94,43.02,43.02,43.02,25.83,25.28,25.23,25.5,25.53,,2844,19.7548,36.8532,13.1544,39.1848
28-04-2020,2845,12.06,7.6,7.6,9.99,13.5,15.95,16.33,18.8,4.03,6.09,6.09,7.98,7.98,7.98,41.2,41.2,41.2,24.93,25.29,25.23,25.5,24.93,,2845,19.7548,36.8532,13.1544,39.1732
28-04-2020,2846,10.32,7.6,7.6,9.99,13.5,15.95,16.36,18.8,4.03,5.41,5.41,7.94,7.94,7.94,38.39,38.39,38.39,24.06,25.29,25.24,25.5,23.88,,2846,19.7548,36.8416,13.1428,39.1616
28-04-2020,2847,10.15,7.6,7.6,9.99,13.51,15.95,16.36,18.8,4.03,5.38,5.38,7.86,7.86,7.86,36,36,36,24.89,25.29,25.24,25.51,24.55,,2847,19.7548,36.83,13.1428,39.1616
28-04-2020,2848,8.78,7.6,7.6,9.99,13.52,15.95,16.38,18.81,4.03,5.23,5.23,7.8,7.8,7.8,35.19,35.19,35.19,24.85,25.3,25.24,25.51,24.16,,2848,19.7432,36.8184,13.1312,39.1036
28-04-2020,2849,8.31,7.6,7.6,10,13.52,15.96,16.41,18.81,4.03,5.19,5.19,7.67,7.67,7.67,37.95,37.95,37.95,24.81,25.3,25.25,25.51,23.9,,2849,19.7316,36.8068,13.1312,39.1036
28-04-2020,2850,8.82,7.6,7.6,10,13.53,15.96,16.42,18.83,4.04,5.3,5.3,7.53,7.53,7.53,38.04,38.04,38.04,26,25.3,25.25,25.52,26.54,,2850,19.7316,36.7952,13.1312,39.1036
28-04-2020,2851,8.99,7.61,7.61,10,13.54,15.96,16.43,18.84,4.04,5.26,5.26,7.58,7.58,7.58,37.96,37.96,37.96,28.23,25.3,25.25,25.53,28.09,,2851,19.7316,36.7836,13.1196,39.1036
28-04-2020,2852,9.47,7.62,7.62,10,13.54,15.96,16.44,18.86,4.04,5.27,5.27,7.63,7.63,7.63,39.09,39.09,39.09,30,25.31,25.26,25.53,30.41,,2852,19.7316,36.7836,13.1196,39.0688
28-04-2020,2853,9.97,7.62,7.62,10,13.54,15.96,16.46,18.87,4.04,5.3,5.3,7.75,7.75,7.75,41.97,41.97,41.97,28.85,25.31,25.26,25.53,29.35,,2853,19.7316,36.7836,13.108,39.0688
28-04-2020,2854,8.98,7.62,7.62,10,13.55,15.96,16.47,18.87,4.04,5.3,5.3,7.75,7.75,7.75,31.04,31.04,31.04,27.44,25.34,25.27,25.54,27.23,,2854,19.7316,36.772,13.0964,39.0572
28-04-2020,2855,8.31,7.62,7.62,10,13.55,15.97,16.48,18.88,4.05,5.25,5.25,7.59,7.59,7.59,30,30,30,24.09,25.34,25.27,25.54,24.09,,2855,19.72,36.772,13.0732,39.034
28-04-2020,2856,6.95,7.62,7.62,10.01,13.55,15.97,16.5,18.89,4.05,4.99,4.99,7.25,7.25,7.25,18.24,18.24,18.24,21.03,25.34,25.28,25.54,21.03,,2856,19.7084,36.7372,13.0732,38.9876
29-04-2020,2857,6.73,7.62,7.62,10.02,13.55,15.97,16.5,18.9,4.05,5.29,5.29,7.09,7.09,7.09,19.03,19.03,19.03,19.04,25.34,25.28,25.55,19.04,,2857,19.7084,36.7372,13.0616,38.9644
29-04-2020,2858,6.46,7.62,7.62,10.02,13.56,15.98,16.5,18.9,4.05,5.19,5.19,6.15,6.15,6.15,17.32,17.32,17.32,17.58,25.35,25.29,25.56,17.32,,2858,19.7084,36.7256,13.0616,38.9528
29-04-2020,2859,6.21,7.62,7.62,10.02,13.56,15.98,16.5,18.9,4.06,5.16,5.16,5.92,5.92,5.92,16.68,16.68,16.68,17.09,25.36,25.3,25.56,16.76,,2859,19.7084,36.714,13.0616,38.8832
29-04-2020,2860,6.39,7.63,7.63,10.03,13.56,15.98,16.5,18.9,4.06,5.16,5.16,5.82,5.82,5.82,16.77,16.77,16.77,17.11,25.36,25.3,25.56,16.77,,2860,19.7084,36.7024,13.05,38.8832
29-04-2020,2861,6.72,7.63,7.63,10.03,13.57,15.98,16.51,18.91,4.06,5.21,5.21,5.66,5.66,5.66,17.61,17.61,17.61,18.04,25.39,25.3,25.57,17.61,,2861,19.7084,36.6908,13.05,38.8832
29-04-2020,2862,8.08,7.63,7.63,10.03,13.57,15.98,16.51,18.91,4.07,5.34,5.34,5.9,5.9,5.9,20.41,20.41,20.41,20.91,25.39,25.31,25.58,20.37,,2862,19.6968,36.6792,13.05,38.8716
29-04-2020,2863,9.73,7.63,7.63,10.04,13.58,15.99,16.52,18.91,4.07,5.4,5.4,6.7,6.7,6.7,36.01,36.01,36.01,24.28,25.39,25.34,25.59,23.44,,2863,19.6968,36.656,13.05,38.86
