,,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL,,,SE1,DK1,Oslo,FI
5/1/2020,113,31.15,1.12,1.12,1.12,1.11,1.25,-2.73,0.06,0.86,31.16,31.16,31.16,31.16,29.95,39.83,39.83,39.83,40.59,-0.78,-8.77,0.07,40.59,,113,59.4036,81.6524,35.1132,93.4032
5/1/2020,114,31.48,1.12,1.12,1.12,1.12,1.27,-2.7,0.06,0.86,31.53,31.53,31.53,31.53,29.92,40.07,40.07,40.07,44.68,-0.78,-8.77,0.08,44.68,,114,58.2436,81.548,35.0784,93.1944
5/1/2020,115,30.99,1.14,1.14,1.14,1.12,1.29,-2.68,0.07,0.86,31.1,31.1,31.1,31.1,29.76,40.05,40.05,40.05,46.16,-0.77,-8.65,0.08,46.16,,115,57.9536,81.3856,35.0784,92.8116
5/1/2020,116,30.33,1.15,1.15,1.15,1.14,1.29,-2.67,0.07,0.86,30.42,30.42,30.42,30.42,29.73,42.33,42.33,42.33,44.92,-0.65,-8.51,0.08,43.17,,116,57.9304,81.2116,35.0204,92.8
5/1/2020,117,29.85,1.16,1.16,1.16,1.15,1.3,-2.66,0.07,0.86,29.87,29.87,29.87,29.87,29.8,36.77,36.77,36.77,40.43,-0.26,-8.46,0.09,35,,117,57.8956,81.2,35.0088,92.7304
5/1/2020,118,29.47,1.16,1.16,1.16,1.16,1.32,-2.66,0.08,0.87,29.61,29.61,29.24,29.24,29.24,33.09,33.09,33.09,36.18,-0.21,-8.02,0.09,33.79,,118,57.8492,81.2,34.9972,92.278
5/1/2020,119,28.81,1.17,1.17,1.17,1.16,1.32,-2.63,0.08,0.87,29.46,29.46,28.16,28.16,28.16,28.16,28.16,28.16,36.78,-0.1,-7.99,0.1,34.9,,119,57.6984,81.1884,34.9856,91.8256
5/1/2020,120,28,1.17,1.17,1.17,1.17,1.32,-2.62,0.08,0.87,29.52,29.52,26.68,26.68,26.68,26.68,26.68,26.68,32.01,-0.09,-7.98,0.12,31,,120,57.6636,81.1536,34.9624,91.7792
6/1/2020,121,27.89,1.17,1.17,1.17,1.17,1.32,-2.58,0.08,0.87,29.16,29.16,26.42,26.42,26.42,26.42,26.42,26.42,29.16,-0.09,-7.85,0.13,29.16,,121,57.6404,80.6664,34.916,91.6632
6/1/2020,122,27.82,1.18,1.18,1.18,1.17,1.34,-2.44,0.08,0.88,29.07,29.07,26.5,26.5,26.5,26.5,26.5,26.5,29,-0.05,-7.68,0.13,29,,122,57.1764,80.562,34.9044,91.6168
6/1/2020,123,28.02,1.18,1.18,1.18,1.18,1.34,-2.44,0.08,0.88,29.08,29.08,27.01,27.01,27.01,27.01,27.01,27.01,29.08,-0.05,-6.98,0.15,29.08,,123,57.1532,80.504,34.9044,91.3384
6/1/2020,124,27.81,1.2,1.2,1.2,1.18,1.34,-2.42,0.08,0.88,28.66,28.66,27.06,27.06,27.06,27.06,27.06,27.06,27.72,-0.02,-6.97,0.17,27.72,,124,57.1532,80.04,34.858,91.2804
6/1/2020,125,28.01,1.21,1.21,1.21,1.2,1.34,-2.4,0.09,0.88,29.08,29.08,27.03,27.03,27.03,27.03,27.03,27.03,27.03,-0.02,-6.91,0.2,27.03,,125,57.1416,80.04,34.7536,91.2688
6/1/2020,126,28.89,1.21,1.21,1.21,1.21,1.34,-2.35,0.09,0.88,29.65,29.65,27.62,27.62,27.62,27.62,27.62,27.62,28.98,0,-6.55,0.47,28.98,,126,57.0372,79.9124,34.7536,91.1992
6/1/2020,127,29.62,1.21,1.21,1.21,1.21,1.35,-2.34,0.09,0.88,30.71,30.71,28.16,28.16,28.16,28.16,28.16,28.16,33.18,0,-5.98,0.53,33.18,,127,57.0256,79.8544,34.7536,91.0484
6/1/2020,128,30.04,1.22,1.22,1.22,1.21,1.35,-2.08,0.09,0.88,30.92,30.92,29.08,29.08,29.08,29.08,29.08,29.08,43.13,0,-5.98,0.66,43.13,,128,57.014,79.808,34.7072,91.0484
6/1/2020,129,30.44,1.22,1.22,1.22,1.22,1.35,-2.07,0.09,0.88,30.9,30.9,29.73,29.73,29.73,29.73,29.73,29.73,44.52,0,-5.91,0.77,44.52,,129,56.8632,79.3092,34.684,91.0136
6/1/2020,130,30.73,1.22,1.22,1.22,1.22,1.35,-2.07,0.09,0.88,30.88,30.88,30.52,30.52,30.52,30.52,30.52,30.52,44.96,0.02,-5.9,0.85,44.96,,130,56.724,79.2744,34.6724,91.0136
6/1/2020,131,31,1.23,1.23,1.23,1.22,1.36,-2.06,0.09,0.88,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,44,0.02,-5.82,0.9,44,,131,56.6312,79.2628,34.6724,90.7932
6/1/2020,132,31.13,1.24,1.24,1.24,1.23,1.36,-2,0.09,0.89,31.23,31.23,31.23,31.23,31.23,31.23,31.23,31.23,42.46,0.02,-5.76,0.93,42.46,,132,56.2136,79.1816,34.6492,90.7468
6/1/2020,133,31.15,1.24,1.24,1.24,1.24,1.38,-1.95,0.1,0.89,31.19,31.19,31.19,31.19,31.19,31.19,31.19,31.19,41.3,0.03,-5.76,0.94,41.3,,133,56.1788,78.7292,34.6492,90.7236
6/1/2020,134,31.08,1.25,1.25,1.25,1.24,1.39,-1.94,0.1,0.89,31.08,31.08,31.08,31.08,31.08,31.08,31.08,31.08,40.51,0.03,-5.73,1,40.51,,134,56.1556,78.706,34.6144,90.4916
6/1/2020,135,31.2,1.25,1.25,1.25,1.25,1.4,-1.77,0.1,0.89,31.21,31.21,31.21,31.21,31.21,31.21,31.21,31.21,41.22,0.03,-5.3,1.02,41.22,,135,56.0048,78.3464,34.5564,90.48
6/1/2020,136,31.29,1.25,1.25,1.25,1.25,1.4,-1.71,0.11,0.89,31.3,31.3,31.3,31.3,31.3,34.01,34.01,34.01,43.28,0.03,-5.29,1.02,43.28,,136,55.7496,78.0564,34.51,90.3988
6/1/2020,137,31.75,1.27,1.27,1.27,1.25,1.4,-1.67,0.11,0.89,31.76,31.76,31.76,31.76,31.76,33.58,33.58,33.58,43.68,0.04,-5.21,1.05,43.68,,137,55.68,78.01,34.4636,90.3756
6/1/2020,138,31.77,1.29,1.29,1.29,1.27,1.4,-1.57,0.11,0.9,31.74,31.74,31.74,31.74,31.74,34.05,34.05,34.05,47.9,0.04,-5.19,1.35,47.9,,138,55.6452,77.9288,34.4288,90.3524
6/1/2020,139,31.31,1.29,1.29,1.29,1.29,1.41,-1.52,0.11,0.9,31.31,31.31,31.31,31.31,31.31,31.31,31.31,31.31,48.91,0.05,-5.1,1.37,48.91,,139,55.448,77.8012,34.4056,90.248
6/1/2020,140,30.97,1.3,1.3,1.3,1.29,1.41,-1.39,0.12,0.92,30.95,30.95,30.95,30.95,30.95,34.05,34.05,34.05,45.99,0.05,-5.09,1.44,45.04,,140,55.39,77.778,34.394,90.132
6/1/2020,141,30.59,1.31,1.31,1.31,1.3,1.42,-1.37,0.12,0.92,30.58,30.58,30.58,30.58,30.58,34,34,34,41.89,0.05,-5.06,1.44,40,,141,55.3784,77.7432,34.3708,89.9
6/1/2020,142,30.3,1.32,1.32,1.32,1.31,1.42,-1.13,0.12,0.92,30.28,30.28,30.28,30.28,30.28,30.28,30.28,30.28,35.42,0.07,-5,1.54,33.89,,142,55.2392,77.7316,34.3476,89.7376
6/1/2020,143,29.48,1.32,1.32,1.32,1.32,1.42,-1.13,0.12,0.92,29.46,29.46,29.46,29.46,29.46,29.46,29.46,29.46,34.58,0.08,-4.99,1.55,33.58,,143,54.984,77.2792,34.3128,89.6796
6/1/2020,144,28.78,1.32,1.32,1.32,1.32,1.42,-1.13,0.13,0.92,29.07,29.07,28.19,28.19,28.19,28.19,28.19,28.19,33.16,0.08,-4.98,1.7,30.35,,144,54.8912,77.1748,34.3128,89.6448
7/1/2020,145,27.82,1.32,1.32,1.32,1.32,1.42,-1,0.13,0.93,28.28,28.28,27.16,27.16,27.16,27.16,27.16,27.16,31.06,0.08,-4.98,1.71,30,,145,54.7288,77.14,34.2432,89.5636
7/1/2020,146,27.82,1.34,1.34,1.34,1.32,1.43,-0.94,0.13,0.93,28.34,28.34,27.08,27.08,27.08,27.08,27.08,27.08,31.04,0.09,-4.97,1.72,30.98,,146,54.5664,77.024,34.2084,89.552
7/1/2020,147,27.83,1.34,1.34,1.34,1.34,1.43,-0.94,0.13,0.93,28.47,28.47,27.02,27.02,27.02,27.02,27.02,27.02,29.9,0.09,-4.97,1.76,29.78,,147,54.5664,76.9428,34.2084,89.5056
7/1/2020,148,27.67,1.34,1.34,1.34,1.34,1.43,-0.93,0.13,0.93,28.11,28.11,26.98,26.98,26.98,26.98,26.98,26.98,29.89,0.09,-4.96,1.84,29,,148,54.4852,76.9312,34.1852,89.4128
7/1/2020,149,27.99,1.34,1.34,1.34,1.34,1.43,-0.87,0.14,0.93,28.7,28.7,27.18,27.18,27.18,27.18,27.18,27.18,29.65,0.1,-4.96,1.95,29.65,,149,54.404,76.9312,34.1736,89.378
7/1/2020,150,29.03,1.34,1.34,1.34,1.34,1.44,-0.8,0.15,0.93,29.46,29.46,28.13,28.13,28.13,28.8,28.8,28.8,32.08,0.1,-4.96,1.95,31.79,,150,54.3808,76.8964,34.1736,89.3316
7/1/2020,151,29.79,1.35,1.35,1.35,1.34,1.44,-0.75,0.17,0.93,29.96,29.96,28.21,28.21,28.21,29.96,29.96,29.96,40.87,0.12,-4.95,1.96,38.73,,151,54.3808,76.618,34.1736,89.3316
7/1/2020,152,30.74,1.35,1.35,1.35,1.35,1.44,-0.72,0.2,0.93,30.96,30.96,29.55,29.55,29.55,37.6,37.6,37.6,49.01,0.13,-4.95,1.97,49.01,,152,54.3228,76.4788,34.1736,89.0416
7/1/2020,153,31.12,1.35,1.35,1.35,1.35,1.44,-0.7,0.27,0.93,31.15,31.15,29.78,29.78,29.78,46.99,46.99,46.99,51.09,0.13,-4.95,2.01,51.09,,153,54.3112,76.3396,33.9764,89.0416
7/1/2020,154,31.05,1.35,1.35,1.35,1.35,1.44,-0.69,0.34,0.93,30.95,30.95,29.83,29.83,29.83,44.05,44.05,44.05,51.12,0.15,-4.94,2.02,51.12,,154,54.0792,76.2816,33.9416,88.914
7/1/2020,155,30.93,1.35,1.35,1.35,1.35,1.44,-0.58,0.34,0.94,30.7,30.7,29.92,29.92,29.92,47.06,47.06,47.06,49.83,0.15,-4.94,2.17,49.83,,155,53.8356,76.2004,33.8256,88.798
7/1/2020,156,30.75,1.36,1.36,1.36,1.35,1.45,-0.57,0.39,0.94,30.57,30.57,29.96,29.96,29.96,44.08,44.08,44.08,49.16,0.17,-4.93,2.2,49.16,,156,53.708,75.9684,33.756,88.7516
7/1/2020,157,30.57,1.36,1.36,1.36,1.36,1.45,-0.57,0.42,0.94,30.48,30.48,30.15,30.15,30.15,42.03,42.03,42.03,48.43,0.2,-4.92,2.22,48.43,,157,53.6152,75.9452,33.756,88.6704
7/1/2020,158,30.59,1.36,1.36,1.36,1.36,1.45,-0.55,0.43,0.94,30.49,30.49,30.36,30.36,30.36,42.37,42.37,42.37,47.99,0.32,-4.9,2.23,47.99,,158,53.5572,75.9104,33.7328,88.4384
7/1/2020,159,30.5,1.37,1.37,1.37,1.36,1.45,-0.45,0.43,0.94,30.5,30.5,30.33,30.33,30.33,33.05,33.05,33.05,47.41,0.58,-4.89,2.25,46.22,,159,53.5108,75.8756,33.7328,88.16
7/1/2020,160,30.63,1.38,1.38,1.38,1.37,1.45,-0.39,0.43,0.94,30.84,30.84,29.97,29.97,29.97,33.05,33.05,33.05,45.87,0.66,-4.87,2.3,43.1,,160,53.5108,75.864,33.7212,88.0556
7/1/2020,161,30.54,1.38,1.38,1.38,1.38,1.46,-0.38,0.46,0.95,30.71,30.71,29.9,29.9,29.9,37,37,37,45.9,0.71,-4.71,2.32,45.9,,161,53.36,75.7596,33.7212,87.8352
7/1/2020,162,30.33,1.39,1.39,1.39,1.38,1.46,-0.37,0.46,0.95,30.54,30.54,29.75,29.75,29.75,33.04,33.04,33.04,47.96,0.77,-4.44,2.36,47.96,,162,53.244,75.7016,33.7096,87.812
7/1/2020,163,30.01,1.39,1.39,1.39,1.39,1.46,-0.35,0.46,0.95,30.18,30.18,29.8,29.8,29.8,30.18,30.18,30.18,48.11,0.85,-4.1,2.44,48.11,,163,53.2092,75.5392,33.6632,87.7888
7/1/2020,164,29.45,1.4,1.4,1.4,1.39,1.46,-0.33,0.51,0.95,29.46,29.46,29.46,29.46,29.46,29.46,29.46,29.46,44.91,0.93,-4.03,2.46,40.89,,164,53.186,75.458,33.6516,87.7192
7/1/2020,165,28.62,1.4,1.4,1.4,1.4,1.46,-0.31,0.56,0.95,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,43.06,1,-4.01,2.46,30.1,,165,53.1744,75.4,33.6168,87.6844
7/1/2020,166,27.96,1.4,1.4,1.4,1.4,1.46,-0.12,0.57,0.95,27.98,27.98,27.98,27.98,27.98,27.98,27.98,27.98,35.01,1.05,-4.01,2.47,32.93,,166,53.1512,75.2376,33.6168,87.6612
7/1/2020,167,27.05,1.4,1.4,1.4,1.4,1.47,-0.1,0.6,0.95,27.41,27.41,26.93,26.93,26.93,26.93,26.93,26.93,35.02,1.13,-3.89,2.5,31,,167,52.9192,75.052,33.582,87.6612
7/1/2020,168,25.88,1.4,1.4,1.4,1.4,1.47,-0.09,0.62,0.95,27.61,27.61,24.21,24.21,24.21,24.21,24.21,24.21,33.07,1.32,-3.89,2.53,31.3,,168,52.8728,74.6112,33.5356,87.5336
8/1/2020,169,20.47,1.4,1.4,1.4,1.4,1.47,-0.09,0.66,0.95,24.46,24.46,19.29,19.29,19.29,22.07,22.07,22.07,41.48,1.35,-3.88,2.58,25.27,,169,52.7568,74.5416,33.524,87.2552
8/1/2020,170,19.37,1.41,1.41,1.41,1.4,1.47,-0.09,0.69,0.95,24.82,24.82,18.63,18.63,18.63,4.96,4.96,4.96,39.3,1.36,-3.88,2.58,25.77,,170,52.7568,74.4836,33.5124,87.2552
8/1/2020,171,5.08,1.41,1.41,1.41,1.41,1.48,-0.08,0.72,0.95,22.5,22.5,16.92,16.92,16.92,0.1,0.1,0.1,37.85,1.39,-3.82,2.59,23.24,,171,52.49,74.4836,33.5008,87.1972
8/1/2020,172,4.9,1.41,1.41,1.41,1.41,1.48,-0.08,0.74,0.95,20.42,20.42,15.52,15.52,15.52,0.11,0.11,0.11,35.09,1.43,-3.82,2.61,19.76,,172,52.4552,74.2052,33.466,87.1276
8/1/2020,173,6.74,1.42,1.42,1.42,1.41,1.48,-0.08,0.75,0.95,20.01,20.01,15.52,15.52,15.52,1.75,1.75,1.75,36.8,1.44,-3.81,2.7,19.28,,173,52.2928,73.95,33.4544,87.116
8/1/2020,174,21.06,1.42,1.42,1.42,1.42,1.48,-0.08,0.76,0.95,23,23,20.74,20.74,20.74,22.03,22.03,22.03,42.6,1.44,-3.81,2.77,23.86,,174,52.2464,73.6716,33.4312,87.0464
8/1/2020,175,25.87,1.42,1.42,1.42,1.42,1.49,-0.07,0.77,0.96,26.2,26.2,25.57,25.57,25.57,25.57,25.57,25.57,45.98,1.45,-3.76,2.8,27.7,,175,51.7824,73.5904,33.4312,87.0348
8/1/2020,176,26.96,1.42,1.42,1.42,1.42,1.49,-0.07,0.77,0.96,26.99,26.99,26.99,26.99,26.99,26.99,26.99,26.99,48.3,1.55,-3.72,2.81,40.07,,176,51.7012,73.5672,33.3964,87.0348
8/1/2020,177,27.27,1.42,1.42,1.42,1.42,1.49,-0.06,0.79,0.96,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,46.44,1.61,-3.63,2.81,42.66,,177,51.4692,73.5092,33.3964,87
8/1/2020,178,27.46,1.42,1.42,1.42,1.42,1.49,-0.06,0.81,0.96,27.92,27.92,27.24,27.24,27.24,27.24,27.24,27.24,46.09,1.7,-3.46,2.9,44.21,,178,51.4576,73.4744,33.3848,86.9652
8/1/2020,179,27.59,1.42,1.42,1.42,1.42,1.49,-0.05,0.81,0.96,28.03,28.03,27.25,27.25,27.25,27.25,27.25,27.25,46.15,1.71,-3.39,2.96,46.17,,179,51.4344,73.4512,33.3616,86.9536
8/1/2020,180,27.6,1.43,1.43,1.43,1.42,1.49,-0.04,0.82,0.96,28.02,28.02,27.27,27.27,27.27,27.27,27.27,27.27,46.93,1.72,-3.05,2.97,46.18,,180,51.3648,73.1612,33.3616,86.8492
8/1/2020,181,27.6,1.43,1.43,1.43,1.43,1.49,-0.04,0.82,0.96,28,28,27.29,27.29,27.29,27.29,27.29,27.29,45.99,1.84,-3.04,2.99,46.85,,181,51.3648,72.9408,33.3152,86.8144
8/1/2020,182,27.63,1.43,1.43,1.43,1.43,1.5,-0.04,0.83,0.96,27.98,27.98,27.38,27.38,27.38,27.38,27.38,27.38,45.97,1.95,-2.99,3,44.9,,182,51.3532,72.8016,33.3036,86.7796
8/1/2020,183,27.88,1.43,1.43,1.43,1.43,1.5,-0.03,0.85,0.96,28.06,28.06,27.65,27.65,27.65,27.65,27.65,27.65,46.04,1.97,-2.99,3,46.04,,183,51.3184,72.7204,33.3036,86.7564
8/1/2020,184,28.13,1.43,1.43,1.43,1.43,1.5,-0.03,0.85,0.96,28.44,28.44,27.85,27.85,27.85,28.44,28.44,28.44,46.33,2.02,-2.97,3,46.33,,184,51.3184,72.6624,33.292,86.7332
8/1/2020,185,28.55,1.43,1.43,1.43,1.43,1.5,-0.03,0.86,0.96,28.88,28.88,27.82,27.82,27.82,28.88,28.88,28.88,47.9,2.17,-2.96,3.02,47.9,,185,51.3184,72.6392,33.2572,86.7332
8/1/2020,186,28.71,1.44,1.44,1.44,1.43,1.5,-0.02,0.87,0.97,29.02,29.02,27.62,27.62,27.62,34.05,34.05,34.05,52.16,2.17,-2.89,3.04,58.92,,186,51.2836,72.5812,33.2456,86.5824
8/1/2020,187,28.68,1.44,1.44,1.44,1.44,1.51,-0.02,0.88,0.97,28.95,28.95,27.63,27.63,27.63,46.71,46.71,46.71,55.92,2.2,-2.62,3.07,55.92,,187,51.2024,72.5232,33.2456,86.42
8/1/2020,188,28.45,1.44,1.44,1.44,1.44,1.51,-0.02,0.88,0.97,28.72,28.72,27.64,27.64,27.64,36.12,36.12,36.12,54.15,2.28,-2.5,3.09,56.67,,188,51.1676,72.4188,33.2224,86.362
8/1/2020,189,28.06,1.44,1.44,1.44,1.44,1.52,-0.02,0.89,0.97,28.6,28.6,27.33,27.33,27.33,29.03,29.03,29.03,48.1,2.29,-2.47,3.14,48.1,,189,51.098,72.3492,33.2108,86.304
8/1/2020,190,27.76,1.44,1.44,1.44,1.44,1.53,-0.02,0.89,0.97,28.51,28.51,27.06,27.06,27.06,27.06,27.06,27.06,44.92,2.36,-2.46,3.32,44.92,,190,51.098,72.3492,33.1876,86.2808
8/1/2020,191,27.1,1.44,1.44,1.44,1.44,1.53,-0.01,0.89,0.97,28.17,28.17,26.27,26.27,26.27,26.27,26.27,26.27,42.09,2.4,-2.44,3.36,41.51,,191,51.098,72.3144,33.176,86.2692
8/1/2020,192,26.46,1.44,1.44,1.44,1.44,1.53,-0.01,0.9,0.97,27.93,27.93,24.29,24.29,24.29,24.29,24.29,24.29,39.41,2.41,-2.44,3.45,39.41,,192,51.0052,72.1868,33.1644,86.2344
9/1/2020,193,23.65,1.44,1.44,1.44,1.44,1.53,0,0.93,0.97,25.21,25.21,21.42,21.42,21.42,21.42,21.42,21.42,34.08,2.44,-2.43,3.46,34.08,,193,50.9936,72.1868,33.1412,86.2344
9/1/2020,194,23.53,1.44,1.44,1.44,1.44,1.53,0,0.93,0.97,25.34,25.34,20.56,20.56,20.56,20.56,20.56,20.56,32.2,2.46,-2.4,3.5,32.2,,194,49.9148,71.9896,33.0716,86.2228
9/1/2020,195,23.61,1.44,1.44,1.44,1.44,1.54,0,0.93,0.97,25.65,25.65,19.98,19.98,19.98,19.98,19.98,19.98,32.56,2.46,-2.35,3.66,32.56,,195,49.8684,71.978,33.06,86.2112
9/1/2020,196,23.95,1.44,1.44,1.44,1.44,1.54,0,0.93,0.97,25.72,25.72,21.08,21.08,21.08,21.08,21.08,21.08,32.35,2.46,-2.34,3.69,32.11,,196,49.764,71.92,33.0252,86.1764
9/1/2020,197,24.89,1.45,1.45,1.45,1.44,1.54,0,0.93,0.97,25.93,25.93,23.33,23.33,23.33,23.33,23.33,23.33,31.04,2.58,-2.16,3.7,29,,197,49.7408,71.92,33.002,85.8052
9/1/2020,198,26.16,1.45,1.45,1.45,1.45,1.54,0,0.94,0.97,26.24,26.24,24.89,24.89,24.89,26.24,26.24,26.24,35.04,2.59,-2.08,3.71,29,,198,49.648,71.8388,32.9904,85.7704
9/1/2020,199,26.48,1.45,1.45,1.45,1.45,1.54,0,0.94,0.97,26.6,26.6,25.87,25.87,25.87,36.17,36.17,36.17,45.33,2.59,-2.07,3.72,35.28,,199,49.59,71.746,32.9556,85.7704
9/1/2020,200,27.35,1.45,1.45,1.45,1.45,1.54,0.01,0.94,0.98,27.7,27.7,26.14,26.14,26.14,45.74,45.74,45.74,46.92,2.61,-2.06,3.72,46.5,,200,49.4856,71.7228,32.944,85.7588
9/1/2020,201,27.86,1.45,1.45,1.45,1.45,1.55,0.01,0.95,0.98,28.25,28.25,26.36,26.36,26.36,46.76,46.76,46.76,47.92,2.64,-2.06,3.73,47.85,,201,49.4508,71.5488,32.944,85.7124
9/1/2020,202,27.83,1.45,1.45,1.45,1.45,1.56,0.01,0.95,0.98,28.31,28.31,26.54,26.54,26.54,44.59,44.59,44.59,45.94,2.67,-2.04,3.73,45.68,,202,49.1376,71.4676,32.9092,85.5036
9/1/2020,203,27.92,1.45,1.45,1.45,1.45,1.57,0.01,0.96,0.98,28.4,28.4,26.64,26.64,26.64,42.56,42.56,42.56,45.09,2.68,-2.02,4,43.61,,203,49.1028,71.3052,32.9092,85.4804
9/1/2020,204,27.92,1.45,1.45,1.45,1.45,1.59,0.01,0.96,0.98,28.37,28.37,26.71,26.71,26.71,39.04,39.04,39.04,45.27,2.7,-2,4.01,40,,204,48.9752,71.2704,32.8976,85.4456
9/1/2020,205,27.93,1.45,1.45,1.45,1.45,1.59,0.01,0.96,0.98,28.29,28.29,26.9,26.9,26.9,36.17,36.17,36.17,45.22,2.81,-1.94,4.01,37.06,,205,48.952,71.2704,32.886,84.9932
9/1/2020,206,27.92,1.46,1.46,1.46,1.45,1.59,0.01,0.96,0.98,28.37,28.37,26.96,26.96,26.96,32.64,32.64,32.64,45.23,2.88,-1.86,4.07,34.04,,206,48.9404,71.1892,32.886,84.97
9/1/2020,207,28.08,1.46,1.46,1.46,1.46,1.6,0.01,0.97,0.98,28.5,28.5,27.13,27.13,27.13,31.43,31.43,31.43,45.91,2.95,-1.85,4.07,32.9,,207,48.836,71.1544,32.8744,84.9236
9/1/2020,208,28.28,1.46,1.46,1.46,1.46,1.61,0.01,0.99,0.98,28.76,28.76,27.27,27.27,27.27,31.1,31.1,31.1,45.21,2.97,-1.77,4.09,32.54,,208,48.7548,71.0848,32.8628,84.6568
9/1/2020,209,28.44,1.46,1.46,1.46,1.46,1.62,0.01,1,0.98,28.98,28.98,27.35,27.35,27.08,44.74,44.74,44.74,45,2.98,-1.71,4.12,33.21,,209,48.6736,70.9572,32.8512,84.622
9/1/2020,210,28.69,1.46,1.46,1.46,1.46,1.63,0.01,1,0.98,28.91,28.91,27.33,27.33,26.95,42.85,42.85,42.85,45,3,-1.67,4.14,42.93,,210,48.4068,70.9224,32.8396,84.5988
9/1/2020,211,28.58,1.46,1.46,1.46,1.46,1.63,0.01,1.01,0.98,28.71,28.71,27.35,27.35,26.91,40.72,40.72,40.72,44.97,3.04,-1.58,4.14,45.86,,211,48.3256,70.876,32.8396,84.506
9/1/2020,212,27.95,1.46,1.46,1.46,1.46,1.64,0.02,1.02,0.98,28.33,28.33,27.38,27.38,26.89,28.33,28.33,28.33,44.92,3.28,-1.57,4.17,41.03,,212,47.9776,70.8528,32.8396,84.2856
9/1/2020,213,27.54,1.46,1.46,1.46,1.46,1.65,0.02,1.05,0.98,27.64,27.64,27.37,27.37,26.83,27.64,27.64,27.64,42.32,3.32,-1.57,4.21,32.96,,213,47.9196,70.8412,32.8164,84.2624
9/1/2020,214,27.5,1.47,1.47,1.47,1.46,1.66,0.02,1.05,0.98,27.55,27.55,27.55,27.55,26.71,27.55,27.55,27.55,42.02,3.33,-1.39,4.25,30.9,,214,47.6296,70.8064,32.8048,84.2276
9/1/2020,215,26.86,1.47,1.47,1.47,1.47,1.67,0.02,1.07,0.99,26.9,26.9,26.9,26.9,26.57,26.9,26.9,26.9,34.08,3.4,-1.37,4.25,31.02,,215,47.4208,70.7136,32.7816,84.0304
9/1/2020,216,26.4,1.47,1.47,1.47,1.47,1.67,0.02,1.07,0.99,26.41,26.41,26.41,26.41,26.39,26.41,26.41,26.41,34.03,3.53,-1.36,4.31,29.7,,216,47.3164,70.6208,32.77,83.9492
10/1/2020,217,26.07,1.47,1.47,1.47,1.47,1.68,0.02,1.08,0.99,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,30.07,3.63,-1.13,4.35,28,,217,47.3164,70.47,32.77,83.9144
10/1/2020,218,25.98,1.47,1.47,1.47,1.47,1.68,0.02,1.08,0.99,26.01,26.01,25.95,25.95,25.95,25.95,25.95,25.95,31.04,3.66,-1.13,4.38,27.6,,218,47.096,70.2496,32.77,83.7636
10/1/2020,219,25.81,1.47,1.47,1.47,1.47,1.68,0.02,1.09,0.99,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,31.02,3.69,-1.13,4.43,28.12,,219,47.0612,70.064,32.7584,83.7288
10/1/2020,220,25.89,1.48,1.48,1.48,1.47,1.68,0.02,1.09,0.99,25.89,25.89,25.89,25.89,25.89,25.89,25.89,25.89,29.46,3.7,-1.03,4.48,26.75,,220,47.0496,69.9016,32.7584,83.5896
10/1/2020,221,26.2,1.48,1.48,1.48,1.48,1.69,0.02,1.1,0.99,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,30.1,3.73,-1.02,4.57,27.07,,221,47.0264,69.7624,32.7468,83.5548
10/1/2020,222,26.95,1.48,1.48,1.48,1.48,1.7,0.02,1.1,0.99,26.95,26.95,26.95,26.95,26.95,27.46,27.46,27.46,37.99,3.74,-0.98,4.58,27.95,,222,46.7132,69.6,32.7352,83.462
10/1/2020,223,27.94,1.48,1.48,1.48,1.48,1.7,0.02,1.11,0.99,28.25,28.25,26.46,26.46,26.46,42,42,42,45.9,3.87,-0.94,4.59,29.18,,223,46.6668,69.6,32.7236,83.4504
10/1/2020,224,28.71,1.48,1.48,1.48,1.48,1.7,0.02,1.12,0.99,29.49,29.49,26.27,26.27,26.27,44.56,44.56,44.56,45.95,3.91,-0.94,4.59,43.29,,224,46.4348,69.6,32.6772,83.3344
10/1/2020,225,29.66,1.48,1.48,1.48,1.48,1.72,0.02,1.16,1,29.87,29.87,26.42,26.42,26.42,47.4,47.4,47.4,47.4,4.01,-0.93,4.61,47.4,,225,46.4116,69.5768,32.6772,83.2648
10/1/2020,226,28.98,1.48,1.48,1.48,1.48,1.72,0.02,1.17,1,29.79,29.79,26.45,26.45,26.45,43.78,43.78,43.78,45.99,4.01,-0.8,4.63,53.63,,226,46.4,69.5768,32.6424,83.1952
10/1/2020,227,28.72,1.49,1.49,1.49,1.48,1.73,0.03,1.17,1,29.68,29.68,26.44,26.44,26.44,39.04,39.04,39.04,46.13,4.01,-0.72,4.64,54.33,,227,46.4,69.5652,32.6076,83.1604
